crop_name,location,price,quantity_kg,month,week,year,date,season,demand,is_peak_season
Tomato,Erode,37.48,424.0,4,15,2022,2022-04-14,Zaid,Medium,0
Lady Finger,Erode,33.16,379.0,4,15,2022,2022-04-14,Zaid,High,0
Potato,Coimbatore,26.55,537.2,4,15,2022,2022-04-14,Zaid,Medium,0
Carrot,Tirunelveli,54.21,620.4,4,15,2022,2022-04-15,Zaid,Medium,0
Brinjal,Trichy,26.55,791.7,4,15,2022,2022-04-15,Zaid,Medium,0
Cabbage,Tirunelveli,18.8,784.0,4,15,2022,2022-04-16,Zaid,Medium,0
Coconut,Tirunelveli,39.11,482.7,4,15,2022,2022-04-16,Zaid,Low,1
Cauliflower,Vellore,31.15,608.4,4,15,2022,2022-04-16,Zaid,Medium,0
Potato,Dindigul,22.14,614.5,4,15,2022,2022-04-16,Zaid,High,0
Lady Finger,Salem,40.44,755.9,4,15,2022,2022-04-16,Zaid,Medium,0
Tomato,Thanjavur,34.13,373.1,4,15,2022,2022-04-17,Zaid,Medium,0
Tomato,Chennai,34.71,658.0,4,15,2022,2022-04-17,Zaid,Medium,0
Lady Finger,Chennai,41.74,357.2,4,15,2022,2022-04-17,Zaid,Medium,0
Cauliflower,Madurai,33.44,304.9,4,15,2022,2022-04-17,Zaid,Medium,0
Potato,Trichy,24.74,520.3,4,15,2022,2022-04-17,Zaid,Medium,0
Brinjal,Chennai,28.81,462.7,4,15,2022,2022-04-17,Zaid,Medium,0
Carrot,Coimbatore,49.07,388.4,4,16,2022,2022-04-18,Zaid,Medium,0
Coconut,Salem,33.0,342.1,4,16,2022,2022-04-18,Zaid,Medium,1
Tomato,Coimbatore,35.01,320.0,4,16,2022,2022-04-18,Zaid,Medium,0
Potato,Trichy,21.84,537.8,4,16,2022,2022-04-18,Zaid,High,0
Lady Finger,Erode,45.07,399.0,4,16,2022,2022-04-19,Zaid,Medium,0
Groundnut,Madurai,73.0,518.1,4,16,2022,2022-04-19,Zaid,Medium,0
Banana,Dindigul,53.62,287.6,4,16,2022,2022-04-19,Zaid,Low,1
Carrot,Trichy,52.08,322.4,4,16,2022,2022-04-19,Zaid,Medium,0
Chilli,Thanjavur,105.49,814.8,4,16,2022,2022-04-19,Zaid,Medium,0
Sugarcane,Vellore,3.21,848.0,4,16,2022,2022-04-20,Zaid,High,0
Cotton,Dindigul,52.14,535.7,4,16,2022,2022-04-21,Zaid,Medium,0
Brinjal,Salem,27.8,534.7,4,16,2022,2022-04-21,Zaid,Medium,0
Groundnut,Vellore,72.38,441.9,4,16,2022,2022-04-21,Zaid,Medium,0
Coconut,Tirunelveli,29.74,504.3,4,16,2022,2022-04-21,Zaid,Medium,1
Banana,Tirunelveli,58.17,287.8,4,16,2022,2022-04-21,Zaid,Low,1
Cauliflower,Chennai,33.84,705.9,4,16,2022,2022-04-21,Zaid,Medium,0
Chilli,Thanjavur,107.38,801.9,4,16,2022,2022-04-21,Zaid,Medium,0
Rice,Madurai,34.68,230.6,4,16,2022,2022-04-22,Zaid,Medium,0
Sugarcane,Vellore,3.5,643.7,4,16,2022,2022-04-22,Zaid,Medium,0
Rice,Vellore,31.78,54.1,4,16,2022,2022-04-22,Zaid,Medium,0
Onion,Coimbatore,27.93,487.6,4,16,2022,2022-04-22,Zaid,High,0
Cotton,Dindigul,50.31,549.5,4,16,2022,2022-04-22,Zaid,High,0
Cauliflower,Erode,32.06,605.6,4,16,2022,2022-04-23,Zaid,Medium,0
Cotton,Chennai,52.02,608.7,4,16,2022,2022-04-24,Zaid,Medium,0
Banana,Vellore,51.84,10.0,4,16,2022,2022-04-24,Zaid,Low,1
Groundnut,Thanjavur,69.52,565.9,4,16,2022,2022-04-24,Zaid,Medium,0
Lady Finger,Vellore,39.96,518.5,4,16,2022,2022-04-24,Zaid,Medium,0
Tomato,Vellore,33.46,422.0,4,17,2022,2022-04-25,Zaid,High,0
Cabbage,Dindigul,19.57,531.0,4,17,2022,2022-04-25,Zaid,Medium,0
Rice,Salem,32.7,463.4,4,17,2022,2022-04-25,Zaid,Medium,0
Lady Finger,Erode,38.61,274.2,4,17,2022,2022-04-25,Zaid,Medium,0
Groundnut,Dindigul,70.69,984.4,4,17,2022,2022-04-25,Zaid,Medium,0
Tomato,Vellore,38.03,271.8,4,17,2022,2022-04-25,Zaid,Medium,0
Coconut,Vellore,33.32,383.8,4,17,2022,2022-04-25,Zaid,Medium,1
Onion,Madurai,30.86,153.7,4,17,2022,2022-04-25,Zaid,Medium,0
Cotton,Tirunelveli,52.86,524.5,4,17,2022,2022-04-25,Zaid,Medium,0
Tomato,Coimbatore,35.54,204.8,4,17,2022,2022-04-26,Zaid,Medium,0
Cabbage,Vellore,15.98,462.0,4,17,2022,2022-04-26,Zaid,High,0
Groundnut,Madurai,66.74,625.9,4,17,2022,2022-04-26,Zaid,Medium,0
Carrot,Coimbatore,47.88,600.8,4,17,2022,2022-04-27,Zaid,Medium,0
Cabbage,Tirunelveli,18.91,551.6,4,17,2022,2022-04-27,Zaid,Medium,0
Potato,Dindigul,26.32,171.7,4,17,2022,2022-04-28,Zaid,Medium,0
Sugarcane,Dindigul,3.5,615.8,4,17,2022,2022-04-28,Zaid,Medium,0
Tomato,Vellore,34.76,663.0,4,17,2022,2022-04-28,Zaid,Medium,0
Carrot,Madurai,49.67,569.5,4,17,2022,2022-04-28,Zaid,Medium,0
Cauliflower,Salem,33.1,323.1,4,17,2022,2022-04-29,Zaid,Medium,0
Brinjal,Dindigul,26.96,232.0,4,17,2022,2022-04-29,Zaid,Medium,0
Cauliflower,Trichy,35.96,422.3,4,17,2022,2022-04-30,Zaid,Medium,0
Rice,Tirunelveli,31.26,574.0,5,17,2022,2022-05-01,Zaid,Medium,0
Banana,Tirunelveli,55.39,655.6,5,17,2022,2022-05-01,Zaid,Low,1
Cotton,Tirunelveli,57.72,341.9,5,18,2022,2022-05-02,Zaid,Medium,0
Cauliflower,Chennai,32.17,577.5,5,18,2022,2022-05-03,Zaid,Medium,0
Onion,Madurai,31.18,473.7,5,18,2022,2022-05-03,Zaid,Medium,0
Tomato,Dindigul,31.92,476.4,5,18,2022,2022-05-03,Zaid,High,0
Potato,Coimbatore,25.51,571.0,5,18,2022,2022-05-03,Zaid,Medium,0
Groundnut,Vellore,64.39,550.8,5,18,2022,2022-05-04,Zaid,Medium,0
Banana,Madurai,59.72,190.0,5,18,2022,2022-05-04,Zaid,Low,1
Cotton,Chennai,60.55,437.7,5,18,2022,2022-05-04,Zaid,Medium,0
Onion,Trichy,26.18,775.4,5,18,2022,2022-05-05,Zaid,High,0
Cauliflower,Vellore,32.71,389.3,5,18,2022,2022-05-05,Zaid,Medium,0
Tomato,Dindigul,36.92,461.7,5,18,2022,2022-05-05,Zaid,Medium,0
Coconut,Coimbatore,34.45,494.8,5,18,2022,2022-05-05,Zaid,Medium,1
Brinjal,Vellore,25.3,709.8,5,18,2022,2022-05-05,Zaid,High,0
Banana,Trichy,50.56,570.7,5,18,2022,2022-05-05,Zaid,Medium,1
Brinjal,Chennai,24.01,598.9,5,18,2022,2022-05-05,Zaid,High,0
Lady Finger,Trichy,37.63,556.6,5,18,2022,2022-05-07,Zaid,High,0
Onion,Madurai,32.64,474.3,5,18,2022,2022-05-07,Zaid,Medium,0
Brinjal,Tirunelveli,29.46,485.0,5,18,2022,2022-05-08,Zaid,Medium,0
Cabbage,Trichy,18.77,747.8,5,18,2022,2022-05-08,Zaid,Medium,0
Chilli,Salem,109.48,352.4,5,18,2022,2022-05-08,Zaid,Medium,0
Cotton,Tirunelveli,57.64,620.9,5,18,2022,2022-05-08,Zaid,Medium,0
Carrot,Dindigul,46.74,508.2,5,18,2022,2022-05-08,Zaid,High,0
Potato,Madurai,23.47,406.7,5,19,2022,2022-05-10,Zaid,High,0
Brinjal,Madurai,25.02,585.3,5,19,2022,2022-05-10,Zaid,High,0
Potato,Vellore,24.65,470.2,5,19,2022,2022-05-10,Zaid,Medium,0
Brinjal,Tirunelveli,28.6,679.4,5,19,2022,2022-05-10,Zaid,Medium,0
Coconut,Vellore,32.92,433.8,5,19,2022,2022-05-10,Zaid,Medium,1
Coconut,Dindigul,38.25,454.2,5,19,2022,2022-05-10,Zaid,Low,1
Rice,Vellore,37.36,642.9,5,19,2022,2022-05-10,Zaid,Medium,0
Rice,Tirunelveli,33.33,635.9,5,19,2022,2022-05-11,Zaid,Medium,0
Onion,Erode,27.59,658.6,5,19,2022,2022-05-11,Zaid,High,0
Chilli,Thanjavur,113.01,586.1,5,19,2022,2022-05-11,Zaid,Medium,0
Groundnut,Dindigul,58.78,599.1,5,19,2022,2022-05-11,Zaid,High,0
Carrot,Trichy,52.13,300.1,5,19,2022,2022-05-11,Zaid,Medium,0
Cotton,Tirunelveli,50.94,404.9,5,19,2022,2022-05-12,Zaid,High,0
Groundnut,Vellore,71.42,362.7,5,19,2022,2022-05-12,Zaid,Medium,0
Onion,Trichy,31.99,767.8,5,19,2022,2022-05-12,Zaid,Medium,0
Lady Finger,Vellore,42.84,712.7,5,19,2022,2022-05-12,Zaid,Medium,0
Coconut,Chennai,33.35,405.3,5,19,2022,2022-05-13,Zaid,Medium,1
Sugarcane,Madurai,4.11,508.9,5,19,2022,2022-05-13,Zaid,Medium,0
Cotton,Dindigul,52.13,329.7,5,19,2022,2022-05-13,Zaid,Medium,0
Brinjal,Trichy,30.99,541.4,5,19,2022,2022-05-13,Zaid,Medium,0
Groundnut,Vellore,75.13,690.6,5,19,2022,2022-05-13,Zaid,Medium,0
Lady Finger,Coimbatore,41.77,329.2,5,19,2022,2022-05-14,Zaid,Medium,0
Carrot,Madurai,45.6,601.9,5,19,2022,2022-05-15,Zaid,High,0
Lady Finger,Madurai,41.45,438.3,5,19,2022,2022-05-15,Zaid,Medium,0
Coconut,Vellore,33.48,414.1,5,19,2022,2022-05-15,Zaid,Medium,1
Lady Finger,Tirunelveli,40.39,656.0,5,20,2022,2022-05-16,Zaid,Medium,0
Banana,Thanjavur,58.69,534.0,5,20,2022,2022-05-16,Zaid,Low,1
Brinjal,Tirunelveli,26.09,546.3,5,20,2022,2022-05-16,Zaid,Medium,0
Groundnut,Trichy,74.34,579.6,5,20,2022,2022-05-16,Zaid,Medium,0
Rice,Salem,33.52,734.3,5,20,2022,2022-05-16,Zaid,Medium,0
Brinjal,Chennai,23.19,451.7,5,20,2022,2022-05-17,Zaid,High,0
Banana,Vellore,53.73,666.3,5,20,2022,2022-05-18,Zaid,Low,1
Brinjal,Vellore,30.89,821.4,5,20,2022,2022-05-18,Zaid,Medium,0
Potato,Erode,25.65,580.4,5,20,2022,2022-05-18,Zaid,Medium,0
Carrot,Tirunelveli,47.99,610.4,5,20,2022,2022-05-19,Zaid,Medium,0
Tomato,Dindigul,38.13,348.7,5,20,2022,2022-05-19,Zaid,Medium,0
Chilli,Tirunelveli,111.01,608.8,5,20,2022,2022-05-19,Zaid,Medium,0
Onion,Trichy,25.72,541.1,5,20,2022,2022-05-19,Zaid,High,0
Groundnut,Vellore,68.61,616.4,5,20,2022,2022-05-20,Zaid,Medium,0
Sugarcane,Chennai,3.34,916.5,5,20,2022,2022-05-20,Zaid,High,0
Potato,Salem,21.05,590.4,5,20,2022,2022-05-20,Zaid,High,0
Tomato,Dindigul,29.49,621.4,5,20,2022,2022-05-21,Zaid,High,0
Coconut,Madurai,36.06,431.0,5,20,2022,2022-05-21,Zaid,Low,1
Cabbage,Madurai,17.56,572.7,5,20,2022,2022-05-21,Zaid,Medium,0
Potato,Vellore,26.25,584.7,5,20,2022,2022-05-21,Zaid,Medium,0
Coconut,Salem,36.42,459.4,5,20,2022,2022-05-21,Zaid,Low,1
Groundnut,Salem,76.2,744.3,5,20,2022,2022-05-21,Zaid,Medium,0
Carrot,Dindigul,54.16,553.6,5,20,2022,2022-05-21,Zaid,Medium,0
Banana,Tirunelveli,48.91,435.1,5,21,2022,2022-05-23,Zaid,Medium,1
Sugarcane,Madurai,3.49,496.7,5,21,2022,2022-05-23,Zaid,Medium,0
Banana,Dindigul,55.26,408.2,5,21,2022,2022-05-23,Zaid,Low,1
Coconut,Tirunelveli,35.77,402.4,5,21,2022,2022-05-23,Zaid,Low,1
Coconut,Thanjavur,38.28,438.0,5,21,2022,2022-05-24,Zaid,Low,1
Groundnut,Tirunelveli,72.87,600.4,5,21,2022,2022-05-24,Zaid,Medium,0
Cabbage,Erode,19.29,343.2,5,21,2022,2022-05-24,Zaid,Medium,0
Tomato,Coimbatore,34.96,449.6,5,21,2022,2022-05-25,Zaid,Medium,0
Groundnut,Tirunelveli,67.88,654.4,5,21,2022,2022-05-26,Zaid,Medium,0
Lady Finger,Coimbatore,43.87,650.8,5,21,2022,2022-05-26,Zaid,Medium,0
Cabbage,Erode,18.01,603.1,5,21,2022,2022-05-26,Zaid,Medium,0
Rice,Madurai,31.53,389.5,5,21,2022,2022-05-26,Zaid,Medium,0
Potato,Erode,23.68,509.1,5,21,2022,2022-05-26,Zaid,High,0
Banana,Tirunelveli,50.08,619.3,5,21,2022,2022-05-27,Zaid,Medium,1
Cabbage,Madurai,15.37,321.2,5,21,2022,2022-05-27,Zaid,High,0
Onion,Madurai,32.38,547.3,5,21,2022,2022-05-28,Zaid,Medium,0
Lady Finger,Vellore,37.06,700.0,5,21,2022,2022-05-28,Zaid,High,0
Potato,Erode,23.5,746.1,5,22,2022,2022-05-30,Zaid,High,0
Lady Finger,Vellore,34.68,608.8,5,22,2022,2022-05-30,Zaid,High,0
Brinjal,Chennai,26.98,698.6,5,22,2022,2022-05-30,Zaid,Medium,0
Onion,Chennai,27.81,246.9,5,22,2022,2022-05-30,Zaid,High,0
Cotton,Salem,57.03,715.6,5,22,2022,2022-05-30,Zaid,Medium,0
Coconut,Thanjavur,38.44,334.7,5,22,2022,2022-05-30,Zaid,Low,1
Groundnut,Salem,72.63,493.8,5,22,2022,2022-05-31,Zaid,Medium,0
Sugarcane,Erode,4.06,761.1,5,22,2022,2022-05-31,Zaid,Medium,0
Banana,Coimbatore,59.12,476.0,6,22,2022,2022-06-01,Kharif,Low,1
Lady Finger,Madurai,52.06,451.2,6,22,2022,2022-06-01,Kharif,Low,1
Cotton,Tirunelveli,53.03,739.6,6,22,2022,2022-06-01,Kharif,Medium,0
Onion,Madurai,28.69,397.4,6,22,2022,2022-06-01,Kharif,High,0
Banana,Chennai,54.69,513.2,6,22,2022,2022-06-02,Kharif,Low,1
Sugarcane,Tirunelveli,4.03,524.9,6,22,2022,2022-06-02,Kharif,Medium,0
Coconut,Chennai,22.42,615.5,6,22,2022,2022-06-03,Kharif,High,0
Carrot,Trichy,51.4,462.4,6,22,2022,2022-06-03,Kharif,Medium,0
Cabbage,Madurai,18.04,524.7,6,22,2022,2022-06-03,Kharif,Medium,0
Potato,Thanjavur,24.22,658.6,6,22,2022,2022-06-03,Kharif,Medium,0
Tomato,Trichy,39.57,761.3,6,22,2022,2022-06-03,Kharif,Medium,0
Cabbage,Madurai,14.96,885.2,6,22,2022,2022-06-03,Kharif,High,0
Cotton,Thanjavur,51.68,528.8,6,22,2022,2022-06-03,Kharif,Medium,0
Coconut,Tirunelveli,30.15,613.0,6,22,2022,2022-06-03,Kharif,Medium,0
Tomato,Coimbatore,31.07,528.4,6,22,2022,2022-06-04,Kharif,High,0
Banana,Coimbatore,56.21,428.1,6,22,2022,2022-06-04,Kharif,Low,1
Brinjal,Salem,25.61,514.3,6,22,2022,2022-06-04,Kharif,Medium,0
Sugarcane,Salem,3.97,547.7,6,22,2022,2022-06-05,Kharif,Medium,0
Coconut,Vellore,26.82,491.3,6,22,2022,2022-06-05,Kharif,Medium,0
Cabbage,Chennai,18.03,656.9,6,23,2022,2022-06-06,Kharif,Medium,0
Coconut,Coimbatore,24.94,347.2,6,23,2022,2022-06-07,Kharif,High,0
Cotton,Tirunelveli,48.27,316.8,6,23,2022,2022-06-07,Kharif,High,0
Cauliflower,Salem,32.9,470.7,6,23,2022,2022-06-08,Kharif,Medium,0
Rice,Erode,34.91,389.8,6,23,2022,2022-06-09,Kharif,Medium,0
Groundnut,Coimbatore,67.75,493.0,6,23,2022,2022-06-09,Kharif,Medium,0
Tomato,Erode,35.79,488.5,6,23,2022,2022-06-09,Kharif,Medium,0
Sugarcane,Vellore,3.74,549.8,6,23,2022,2022-06-09,Kharif,Medium,0
Cotton,Erode,56.61,544.8,6,23,2022,2022-06-10,Kharif,Medium,0
Cotton,Thanjavur,51.82,724.1,6,23,2022,2022-06-10,Kharif,Medium,0
Brinjal,Thanjavur,26.11,565.5,6,23,2022,2022-06-10,Kharif,Medium,0
Rice,Madurai,34.94,623.8,6,23,2022,2022-06-10,Kharif,Medium,0
Cotton,Tirunelveli,63.05,520.8,6,23,2022,2022-06-11,Kharif,Medium,0
Cabbage,Salem,18.26,437.4,6,23,2022,2022-06-11,Kharif,Medium,0
Onion,Trichy,32.63,760.9,6,23,2022,2022-06-11,Kharif,Medium,0
Cauliflower,Trichy,28.97,465.2,6,23,2022,2022-06-11,Kharif,High,0
Rice,Trichy,29.07,595.6,6,23,2022,2022-06-12,Kharif,High,0
Tomato,Vellore,35.81,196.2,6,23,2022,2022-06-12,Kharif,Medium,0
Groundnut,Coimbatore,68.74,574.8,6,23,2022,2022-06-12,Kharif,Medium,0
Cabbage,Madurai,16.99,568.1,6,24,2022,2022-06-13,Kharif,High,0
Rice,Vellore,30.69,714.1,6,24,2022,2022-06-13,Kharif,Medium,0
Rice,Trichy,33.96,601.0,6,24,2022,2022-06-13,Kharif,Medium,0
Lady Finger,Vellore,60.92,584.2,6,24,2022,2022-06-14,Kharif,Low,1
Tomato,Thanjavur,36.13,594.8,6,24,2022,2022-06-14,Kharif,Medium,0
Sugarcane,Dindigul,4.08,339.9,6,24,2022,2022-06-14,Kharif,Medium,0
Chilli,Madurai,105.38,544.2,6,24,2022,2022-06-15,Kharif,Medium,0
Chilli,Thanjavur,108.27,213.0,6,24,2022,2022-06-15,Kharif,Medium,0
Tomato,Erode,40.38,496.3,6,24,2022,2022-06-15,Kharif,Medium,0
Sugarcane,Dindigul,3.95,498.6,6,24,2022,2022-06-15,Kharif,Medium,0
Cabbage,Chennai,16.23,710.2,6,24,2022,2022-06-16,Kharif,High,0
Coconut,Dindigul,26.17,365.8,6,24,2022,2022-06-17,Kharif,Medium,0
Groundnut,Tirunelveli,65.96,387.4,6,24,2022,2022-06-17,Kharif,Medium,0
Coconut,Dindigul,25.5,83.7,6,24,2022,2022-06-17,Kharif,Medium,0
Sugarcane,Chennai,3.9,333.9,6,24,2022,2022-06-18,Kharif,Medium,0
Groundnut,Tirunelveli,58.81,526.2,6,24,2022,2022-06-18,Kharif,High,0
Brinjal,Coimbatore,25.57,267.1,6,24,2022,2022-06-19,Kharif,Medium,0
Brinjal,Salem,26.45,564.1,6,25,2022,2022-06-20,Kharif,Medium,0
Cotton,Salem,54.01,169.9,6,25,2022,2022-06-21,Kharif,Medium,0
Lady Finger,Thanjavur,64.07,519.5,6,25,2022,2022-06-21,Kharif,Low,1
Carrot,Chennai,50.43,455.7,6,25,2022,2022-06-21,Kharif,Medium,0
Coconut,Madurai,24.71,382.4,6,25,2022,2022-06-21,Kharif,High,0
Cauliflower,Thanjavur,31.01,382.3,6,25,2022,2022-06-22,Kharif,Medium,0
Cotton,Vellore,60.92,389.2,6,25,2022,2022-06-22,Kharif,Medium,0
Groundnut,Trichy,67.87,467.2,6,25,2022,2022-06-23,Kharif,Medium,0
Onion,Vellore,30.98,725.0,6,25,2022,2022-06-23,Kharif,Medium,0
Groundnut,Madurai,64.43,1015.8,6,25,2022,2022-06-23,Kharif,Medium,0
Cabbage,Chennai,16.65,675.2,6,25,2022,2022-06-23,Kharif,High,0
Lady Finger,Thanjavur,57.48,429.6,6,25,2022,2022-06-24,Kharif,Low,1
Brinjal,Vellore,26.85,679.2,6,25,2022,2022-06-24,Kharif,Medium,0
Groundnut,Trichy,67.0,407.2,6,25,2022,2022-06-24,Kharif,Medium,0
Banana,Tirunelveli,52.55,659.6,6,25,2022,2022-06-25,Kharif,Low,1
Carrot,Erode,51.18,490.0,6,25,2022,2022-06-25,Kharif,Medium,0
Coconut,Coimbatore,27.46,454.5,6,25,2022,2022-06-25,Kharif,Medium,0
Cabbage,Trichy,16.96,426.3,6,25,2022,2022-06-25,Kharif,High,0
Cotton,Trichy,55.9,417.6,6,25,2022,2022-06-25,Kharif,Medium,0
Groundnut,Chennai,68.43,668.6,6,25,2022,2022-06-26,Kharif,Medium,0
Tomato,Salem,33.79,565.5,6,25,2022,2022-06-26,Kharif,High,0
Potato,Dindigul,24.95,631.8,6,25,2022,2022-06-26,Kharif,Medium,0
Chilli,Salem,118.06,492.6,6,26,2022,2022-06-27,Kharif,Medium,0
Lady Finger,Vellore,50.91,642.2,6,26,2022,2022-06-27,Kharif,Medium,1
Carrot,Tirunelveli,47.59,725.0,6,26,2022,2022-06-28,Kharif,Medium,0
Onion,Madurai,28.47,735.8,6,26,2022,2022-06-28,Kharif,High,0
Cauliflower,Erode,30.47,303.8,6,26,2022,2022-06-28,Kharif,Medium,0
Banana,Vellore,52.7,340.9,6,26,2022,2022-06-28,Kharif,Low,1
Coconut,Dindigul,20.67,552.5,6,26,2022,2022-06-28,Kharif,High,0
Coconut,Thanjavur,25.94,476.0,6,26,2022,2022-06-28,Kharif,Medium,0
Sugarcane,Thanjavur,3.54,331.9,6,26,2022,2022-06-29,Kharif,Medium,0
Rice,Madurai,33.8,182.9,6,26,2022,2022-06-29,Kharif,Medium,0
Tomato,Erode,45.02,475.8,6,26,2022,2022-06-30,Kharif,Medium,0
Brinjal,Vellore,21.62,676.1,6,26,2022,2022-06-30,Kharif,High,0
Lady Finger,Dindigul,54.07,315.8,7,26,2022,2022-07-01,Kharif,Low,1
Cotton,Tirunelveli,55.85,754.8,7,26,2022,2022-07-01,Kharif,Medium,0
Cotton,Tirunelveli,62.06,576.2,7,26,2022,2022-07-01,Kharif,Medium,0
Rice,Tirunelveli,31.76,371.7,7,26,2022,2022-07-02,Kharif,Medium,0
Cabbage,Vellore,16.32,528.5,7,26,2022,2022-07-02,Kharif,High,0
Rice,Tirunelveli,34.57,357.2,7,26,2022,2022-07-02,Kharif,Medium,0
Carrot,Salem,43.71,511.3,7,26,2022,2022-07-02,Kharif,High,0
Chilli,Vellore,104.85,944.9,7,26,2022,2022-07-02,Kharif,Medium,0
Banana,Tirunelveli,36.28,526.1,7,26,2022,2022-07-02,Kharif,High,0
Onion,Coimbatore,23.46,536.2,7,26,2022,2022-07-02,Kharif,High,0
Sugarcane,Vellore,3.32,508.7,7,26,2022,2022-07-02,Kharif,High,0
Coconut,Dindigul,25.53,503.5,7,26,2022,2022-07-03,Kharif,Medium,0
Lady Finger,Salem,52.97,418.0,7,26,2022,2022-07-03,Kharif,Low,1
Onion,Coimbatore,28.9,671.3,7,26,2022,2022-07-03,Kharif,High,0
Onion,Trichy,23.84,200.2,7,26,2022,2022-07-03,Kharif,High,0
Tomato,Coimbatore,37.0,625.6,7,27,2022,2022-07-04,Kharif,Medium,0
Brinjal,Madurai,36.23,553.9,7,27,2022,2022-07-04,Kharif,Low,1
Groundnut,Vellore,68.04,504.7,7,27,2022,2022-07-04,Kharif,Medium,0
Banana,Erode,42.96,404.2,7,27,2022,2022-07-04,Kharif,Medium,0
Cabbage,Coimbatore,16.22,828.6,7,27,2022,2022-07-05,Kharif,High,0
Sugarcane,Erode,3.99,598.6,7,27,2022,2022-07-05,Kharif,Medium,0
Cabbage,Erode,18.12,508.0,7,27,2022,2022-07-05,Kharif,Medium,0
Coconut,Chennai,27.0,727.2,7,27,2022,2022-07-05,Kharif,Medium,0
Coconut,Erode,25.47,658.2,7,27,2022,2022-07-06,Kharif,High,0
Brinjal,Trichy,37.64,476.7,7,27,2022,2022-07-06,Kharif,Low,1
Groundnut,Chennai,73.54,615.7,7,27,2022,2022-07-06,Kharif,Medium,0
Lady Finger,Erode,52.63,330.1,7,27,2022,2022-07-06,Kharif,Low,1
Onion,Erode,27.3,624.0,7,27,2022,2022-07-07,Kharif,High,0
Potato,Chennai,26.9,381.5,7,27,2022,2022-07-07,Kharif,Medium,0
Potato,Tirunelveli,25.6,645.3,7,27,2022,2022-07-07,Kharif,Medium,0
Potato,Erode,21.18,260.4,7,27,2022,2022-07-07,Kharif,High,0
Cotton,Trichy,56.81,522.2,7,27,2022,2022-07-08,Kharif,Medium,0
Carrot,Tirunelveli,54.61,602.8,7,27,2022,2022-07-09,Kharif,Medium,0
Cabbage,Vellore,16.06,659.3,7,27,2022,2022-07-09,Kharif,High,0
Cabbage,Chennai,20.87,771.2,7,27,2022,2022-07-09,Kharif,Medium,0
Tomato,Vellore,36.6,619.0,7,27,2022,2022-07-10,Kharif,Medium,0
Onion,Coimbatore,29.43,550.9,7,27,2022,2022-07-10,Kharif,High,0
Cauliflower,Trichy,35.36,87.5,7,27,2022,2022-07-10,Kharif,Medium,0
Cauliflower,Chennai,30.75,415.6,7,27,2022,2022-07-10,Kharif,Medium,0
Cotton,Chennai,60.11,475.3,7,27,2022,2022-07-10,Kharif,Medium,0
Cotton,Coimbatore,58.14,461.0,7,27,2022,2022-07-10,Kharif,Medium,0
Sugarcane,Salem,3.87,645.4,7,28,2022,2022-07-11,Kharif,Medium,0
Cabbage,Chennai,18.46,388.3,7,28,2022,2022-07-11,Kharif,Medium,0
Coconut,Thanjavur,28.66,484.4,7,28,2022,2022-07-11,Kharif,Medium,0
Onion,Vellore,30.91,357.1,7,28,2022,2022-07-11,Kharif,Medium,0
Cotton,Madurai,49.54,391.6,7,28,2022,2022-07-12,Kharif,High,0
Rice,Madurai,34.41,648.4,7,28,2022,2022-07-13,Kharif,Medium,0
Potato,Trichy,26.53,603.5,7,28,2022,2022-07-14,Kharif,Medium,0
Groundnut,Tirunelveli,62.64,732.5,7,28,2022,2022-07-14,Kharif,High,0
Sugarcane,Coimbatore,3.45,356.9,7,28,2022,2022-07-14,Kharif,Medium,0
Sugarcane,Dindigul,3.39,526.1,7,28,2022,2022-07-15,Kharif,High,0
Cabbage,Erode,15.05,336.6,7,28,2022,2022-07-15,Kharif,High,0
Banana,Coimbatore,37.56,462.5,7,28,2022,2022-07-15,Kharif,High,0
Lady Finger,Dindigul,59.3,447.2,7,28,2022,2022-07-15,Kharif,Low,1
Coconut,Vellore,25.67,494.4,7,28,2022,2022-07-16,Kharif,Medium,0
Lady Finger,Coimbatore,56.3,577.9,7,28,2022,2022-07-16,Kharif,Low,1
Carrot,Dindigul,49.05,538.8,7,28,2022,2022-07-17,Kharif,Medium,0
Banana,Coimbatore,41.78,631.3,7,29,2022,2022-07-18,Kharif,Medium,0
Onion,Tirunelveli,29.88,301.3,7,29,2022,2022-07-18,Kharif,Medium,0
Rice,Coimbatore,26.58,375.7,7,29,2022,2022-07-18,Kharif,High,0
Brinjal,Dindigul,37.61,245.4,7,29,2022,2022-07-19,Kharif,Low,1
Chilli,Thanjavur,97.26,474.5,7,29,2022,2022-07-19,Kharif,High,0
Coconut,Chennai,24.79,621.8,7,29,2022,2022-07-19,Kharif,High,0
Coconut,Erode,28.62,736.3,7,29,2022,2022-07-19,Kharif,Medium,0
Brinjal,Thanjavur,34.71,557.6,7,29,2022,2022-07-20,Kharif,Low,1
Cauliflower,Salem,30.67,525.0,7,29,2022,2022-07-21,Kharif,Medium,0
Banana,Trichy,46.35,847.4,7,29,2022,2022-07-21,Kharif,Medium,0
Sugarcane,Erode,3.31,559.9,7,29,2022,2022-07-22,Kharif,High,0
Banana,Dindigul,43.91,384.3,7,29,2022,2022-07-22,Kharif,Medium,0
Potato,Chennai,23.24,625.5,7,29,2022,2022-07-23,Kharif,High,0
Cabbage,Vellore,20.21,572.7,7,29,2022,2022-07-23,Kharif,Medium,0
